EULERO scheme 	 MILSTEIN scheme 	 EULERO error 	 MILSTEIN error
0,76083824179598	0,481246666450126	0,0038817582040197	0,283473333549874
0,760570154452586	0,483447480359963	0,00414984554741349	0,281272519640037
0,75993360241276	0,488358362766669	0,00478639758723964	0,276361637233331
0,755247045098341	0,486002049672849	0,00947295490165867	0,278717950327151
0,770704697588632	0,488143150353777	0,00598469758863174	0,276576849646223
0,757633902571007	0,478503514353938	0,00708609742899335	0,286216485646062
0,757642334085831	0,476869701527811	0,00707766591416892	0,287850298472189
0,756303231185454	0,48064649442861	0,00841676881454567	0,28407350557139
0,76264213002962	0,477761295996861	0,00207786997038018	0,286958704003139
0,766886582473463	0,478100605313027	0,00216658247346313	0,286619394686973
0,751721713854649	0,476002842477563	0,012998286145351	0,288717157522437
0,760464898607247	0,479168048439883	0,00425510139275331	0,285551951560117
0,761933966088587	0,48362039026032	0,00278603391141252	0,28109960973968
0,755092962938712	0,477767296469674	0,00962703706128754	0,286952703530326
0,766556156759774	0,473945592134021	0,00183615675977433	0,290774407865979
0,766527521574755	0,477693329058276	0,00180752157475539	0,287026670941724
0,767880107538567	0,478830622120673	0,00316010753856744	0,285889377879327
0,757989851877184	0,490368773854544	0,00673014812281547	0,274351226145456
0,759795273126399	0,485263365843879	0,00492472687360124	0,279456634156121
0,769706134780109	0,479636572766631	0,00498613478010901	0,285083427233369
0,760313585860251	0,475595952719204	0,00440641413974896	0,289124047280796
0,770911689697061	0,470052384701154	0,00619168969706119	0,294667615298846
0,763842524717967	0,484042290213063	0,000877475282032969	0,280677709786937
0,765327492971402	0,475838810123138	0,000607492971401724	0,288881189876862
0,760166707458862	0,479007098075831	0,00455329254113801	0,285712901924169
0,768196170595498	0,486679820294319	0,00347617059549821	0,278040179705681
0,770178168678509	0,482553319045405	0,00545816867850935	0,282166680954595
0,774833560772997	0,478321355103705	0,0101135607729966	0,286398644896295
0,770715664780797	0,479204889244701	0,00599566478079705	0,285515110755299
0,764976995495313	0,475553380211082	0,000256995495313217	0,289166619788918
0,759560701074152	0,482356746072509	0,00515929892584843	0,282363253927491
0,75944537660252	0,480122520675964	0,00527462339748019	0,284597479324036
0,765281450800881	0,482215109894603	0,000561450800881325	0,282504890105397
0,761103412608788	0,480611965645539	0,00361658739121173	0,284108034354461
0,764955544605669	0,475311653813475	0,000235544605669213	0,289408346186525
0,75547862724594	0,475105525828771	0,00924137275406012	0,289614474171228
0,752949968403085	0,479806597939257	0,0117700315969146	0,284913402060743
0,767459716055541	0,476944864359623	0,00273971605554069	0,287775135640377
0,748027519535526	0,479251763802276	0,0166924804644735	0,285468236197724
0,762459634629076	0,479352346257924	0,00226036537092411	0,285367653742076
0,766344548426266	0,471734790428358	0,00162454842626636	0,292985209571642
0,756897814333341	0,476303431129914	0,00782218566665915	0,288416568870086
0,76010982983368	0,481213198015079	0,00461017016632037	0,283506801984921
0,766269900713149	0,47711305163641	0,00154990071314864	0,28760694836359
0,757850849751542	0,472723800865383	0,00686915024845813	0,291996199134617
0,768618137328624	0,479554977618099	0,00389813732862432	0,285165022381901
0,765803402465738	0,476636225934368	0,00108340246573846	0,288083774065632
0,767201345736003	0,474362119135767	0,00248134573600334	0,290357880864233
0,764152114992102	0,475623957382393	0,000567885007898172	0,289096042617607
0,763518929695734	0,481257328475794	0,00120107030426564	0,283462671524206
0,761890445748294	0,477582427583255	0,00282955425170561	0,287137572416745
0,759165114146406	0,477241171277158	0,00555488585359354	0,287478828722842
0,753492982647806	0,488738525251712	0,0112270173521942	0,275981474748288
0,76591058126231	0,479709624548805	0,00119058126231009	0,285010375451195
0,762089715919456	0,488819652172605	0,00263028408054389	0,275900347827395
0,761002214356724	0,484321750838919	0,00371778564327641	0,280398249161081
0,760267649310144	0,474719814843074	0,0044523506898555	0,290000185156926
0,760330338405392	0,478068687027976	0,0043896615946083	0,286651312972024
0,756426771228019	0,479984962054922	0,00829322877198069	0,284735037945077
0,764635744587445	0,487549852341262	8,42554125548567E-05	0,277170147658738
0,758734424204973	0,476944741149715	0,00598557579502657	0,287775258850285
0,763559653051448	0,485705038822052	0,00116034694855238	0,279014961177948
0,764626437729146	0,482616950640598	9,35622708542194E-05	0,282103049359402
0,772170627978698	0,487425179072726	0,00745062797869755	0,277294820927273
0,766606254918984	0,476686216704545	0,0018862549189842	0,288033783295455
0,76316993471278	0,475663638344643	0,00155006528721968	0,289056361655357
0,759886987292385	0,481548647519531	0,00483301270761494	0,283171352480468
0,764321660654716	0,484967559951589	0,000398339345284104	0,279752440048411
0,768259363187661	0,480635397084045	0,00353936318766146	0,284084602915955
0,758654357514607	0,48563338650753	0,0060656424853931	0,27908661349247
0,7626928887539	0,482876819257045	0,00202711124609956	0,281843180742955
0,760366106634324	0,47905130320298	0,00435389336567571	0,28566869679702
0,764063665478401	0,478595170842517	0,0006563345215993	0,286124829157483
0,753525694722774	0,479272616250821	0,0111943052772258	0,285447383749179
0,763479278349581	0,473912955162384	0,00124072165041944	0,290807044837615
0,761160367040227	0,487835518737661	0,00355963295977291	0,276884481262339
0,764663204203962	0,485685656536488	5,67957960376786E-05	0,279034343463512
0,767929521053502	0,484374861965654	0,00320952105350181	0,280345138034346
0,769141373781188	0,479505267154115	0,00442137378118823	0,285214732845885
0,758314134861372	0,479182254228931	0,00640586513862829	0,285537745771069
0,760897828777309	0,474263684072932	0,00382217122269057	0,290456315927068
0,762269963659463	0,479432030904324	0,0024500363405372	0,285287969095676
0,770761363435064	0,480605027967886	0,0060413634350639	0,284114972032114
0,758683769575688	0,479107010250606	0,00603623042431189	0,285612989749394
0,759445110236242	0,481635565515161	0,00527488976375767	0,283084434484839
0,770198065911812	0,471090043048386	0,00547806591181166	0,293629956951614
0,765246719348369	0,47989115070589	0,00052671934836912	0,28482884929411
0,7662330659677	0,47646445849126	0,00151306596769962	0,28825554150874
0,761116905396852	0,484810359288028	0,00360309460314756	0,279909640711972
0,766603387114061	0,481116056330084	0,00188338711406077	0,283603943669916
0,754654969313234	0,481793043550006	0,0100650306867662	0,282926956449993
0,762819231527371	0,476485467961326	0,00190076847262866	0,288234532038674
0,763145973777043	0,481986158284816	0,00157402622295688	0,282733841715184
0,768151452374205	0,482696479213293	0,00343145237420517	0,282023520786707
0,763354273710329	0,480482538766877	0,00136572628967047	0,284237461233123
0,763604220312411	0,476707752317084	0,00111577968758858	0,288012247682916
0,762389545311901	0,481625442082578	0,00233045468809912	0,283094557917422
0,755115732834137	0,478115128039024	0,00960426716586338	0,286604871960976
0,758019578632256	0,475982918525775	0,00670042136774407	0,288737081474225
0,767423083838097	0,476876114877359	0,00270308383809659	0,287843885122641
0,7632517604313	0,478319747644046	0,00146823956870046	0,286400252355954
0,758222786247661	0,477023666510772	0,00649721375233936	0,287696333489228
0,765302539481701	0,479827849477409	0,000582539481701394	0,284892150522591
0,765113321251502	0,472332914528303	0,000393321251501821	0,292387085471697
0,766866969264264	0,483186330359273	0,00214696926426394	0,281533669640727
0,764605155165412	0,479150163660021	0,000114844834588013	0,285569836339979
0,758222247084211	0,471545637096194	0,00649775291578925	0,293174362903806
0,767593081234576	0,479505848748064	0,00287308123457641	0,285214151251936
0,764837625936663	0,480155874043614	0,000117625936662979	0,284564125956386
0,76217514679924	0,480721279806773	0,00254485320076014	0,283998720193227
0,755044182810369	0,479017974645983	0,00967581718963073	0,285702025354017
0,76644548706955	0,479319949773058	0,00172548706954989	0,285400050226942
0,76660249547077	0,476760786347306	0,00188249547077013	0,287959213652694
0,761942694678855	0,479248421232937	0,00277730532114484	0,285471578767063
0,76945039868731	0,47862539256442	0,00473039868730996	0,28609460743558
0,764812987514672	0,481857787600798	9,2987514672016E-05	0,282862212399202
0,762926043934774	0,481937516841048	0,00179395606522581	0,282782483158952
0,766649803316542	0,475141460556772	0,00192980331654247	0,289578539443228
0,767577805988052	0,478257863678718	0,00285780598805163	0,286462136321282
0,759849603070841	0,478923661655572	0,00487039692915892	0,285796338344428
0,761678945609009	0,479101368920568	0,00304105439099112	0,285618631079432
0,762722282828341	0,481003308058557	0,00199771717165875	0,283716691941443
0,758821910452944	0,477720939895646	0,00589808954705606	0,286999060104354
0,758610923267012	0,486304942631895	0,00610907673298844	0,278415057368105
0,755810260800583	0,478954261496983	0,00890973919941696	0,285765738503017
0,763886928460752	0,477093057947567	0,000833071539247943	0,287626942052433
0,763733251115512	0,481272723078883	0,000986748884488242	0,283447276921117
0,763024422561235	0,47823101136481	0,00169557743876458	0,28648898863519
0,764644481760459	0,474252349669337	7,55182395412168E-05	0,290467650330663
0,769336860375272	0,470615350245431	0,00461686037527198	0,294104649754569
0,763313919433732	0,479192756214779	0,00140608056626812	0,285527243785221
0,764202869711138	0,478488183775797	0,000517130288861578	0,286231816224203
0,761337194746619	0,482516588927916	0,00338280525338119	0,282203411072084
0,760455505552757	0,479878613597709	0,00426449444724264	0,284841386402291
0,768664846262055	0,478179794679644	0,00394484626205527	0,286540205320356
0,767489028188936	0,480143392116618	0,00276902818893621	0,284576607883382
0,761998110909733	0,47868258847258	0,00272188909026727	0,28603741152742
0,758361517065681	0,476223197820036	0,00635848293431851	0,288496802179964
0,768403533426499	0,481208859730794	0,00368353342649941	0,283511140269206
0,763198542537421	0,482565230493869	0,00152145746257937	0,282154769506131
0,775755545597007	0,476834730993016	0,011035545597007	0,287885269006984
0,768171348736825	0,476682387247572	0,00345134873682507	0,288037612752428
0,758151245987481	0,481158228565285	0,00656875401251866	0,283561771434715
0,760579218177383	0,478979984620691	0,00414078182261679	0,285740015379309
0,759986013570146	0,482975479264056	0,00473398642985357	0,281744520735944
0,765687366325799	0,479139121109734	0,000967366325799079	0,285580878890266
0,760617169109229	0,48063576374818	0,00410283089077113	0,28408423625182
0,765912985726919	0,478091415141479	0,00119298572691917	0,286628584858521
0,768720661531187	0,470801091369785	0,00400066153118717	0,293918908630215
0,758097319902836	0,480700692355219	0,00662268009716438	0,284019307644781
0,758825481683693	0,47913390558002	0,00589451831630672	0,28558609441998
0,758442780627889	0,477519171656103	0,00627721937211134	0,287200828343897
0,757995253668573	0,478747685954431	0,00672474633142706	0,285972314045569
0,765641327824575	0,4739190379583	0,00092132782457488	0,2908009620417
0,759126245322963	0,474759165267102	0,00559375467703671	0,289960834732898
0,764123366138814	0,480207581226676	0,000596633861186247	0,284512418773324
0,766521754242129	0,477783989878668	0,00180175424212947	0,286936010121332
0,765671691234401	0,476939480386646	0,000951691234400753	0,287780519613354
0,760197259065023	0,476393093507333	0,0045227409349774	0,288326906492667
0,761184451579104	0,477931748071364	0,00353554842089632	0,286788251928636
0,764587261480916	0,480765698790622	0,000132738519084241	0,283954301209378
0,768702631252082	0,479143842655873	0,00398263125208231	0,285576157344127
0,772438178515852	0,474787714938987	0,00771817851585188	0,289932285061013
0,75963848151366	0,479382023564222	0,00508151848634042	0,285337976435778
0,766933795776121	0,47936336625201	0,00221379577612102	0,28535663374799
0,762008911001588	0,479728140400039	0,0027110889984121	0,284991859599961
0,764861819655735	0,473431488176108	0,000141819655735342	0,291288511823892
0,762965731899776	0,479036571524466	0,00175426810022394	0,285683428475534
0,763262666264873	0,479534837083196	0,00145733373512669	0,285185162916804
0,767564466055593	0,483595818328981	0,00284446605559341	0,281124181671019
0,763918225348839	0,472053454770711	0,00080177465116138	0,292666545229289
0,764142135933037	0,472656856210501	0,000577864066962475	0,292063143789499
0,764504865473979	0,474340046402841	0,000215134526021066	0,290379953597159
0,762397582396814	0,480095299099964	0,00232241760318641	0,284624700900036
0,759220694539966	0,480279646645062	0,00549930546003408	0,284440353354938
0,764847256634253	0,478421854373306	0,000127256634252948	0,286298145626694
0,768245308359244	0,479913746519221	0,00352530835924425	0,284806253480779
0,762396660250975	0,478270064943112	0,00232333974902499	0,286449935056888
0,76255491621419	0,479072811542542	0,00216508378581015	0,285647188457458
0,765948702905863	0,478623090184257	0,00122870290586297	0,286096909815743
0,764863290780462	0,475122881105744	0,000143290780462491	0,289597118894256
0,757373072153995	0,482039881436876	0,00734692784600466	0,282680118563124
0,763758269828812	0,47909942109501	0,000961730171187947	0,28562057890499
0,760433795721819	0,48035287971401	0,00428620427818083	0,28436712028599
0,76509728002235	0,480147784734094	0,000377280022349602	0,284572215265906
0,759780648122621	0,473912379977025	0,00493935187737893	0,290807620022975
0,762749424978779	0,478320267538637	0,00197057502122122	0,286399732461363
0,768079168837332	0,479219699751631	0,00335916883733212	0,285500300248369
0,76374730923521	0,47782625600739	0,00097269076479034	0,28689374399261
0,762295558615261	0,482820000400241	0,00242444138473874	0,281899999599759
0,770856233085722	0,482870893797974	0,00613623308572164	0,281849106202026
0,763501414787201	0,483263134018809	0,00121858521279872	0,281456865981191
0,75920368966389	0,475262464621483	0,00551631033610989	0,289457535378517
