DATE 	 ESTIMATED value 	 ACTUAL value
16/05/2013	0,694729319973285	0,68989
17/05/2013	0,693683438893131	0,68839
20/05/2013	0,693842438820446	0,68739
21/05/2013	0,687644409945117	0,68589
22/05/2013	0,682227510436567	0,68589
23/05/2013	0,68264475194505	0,68589
24/05/2013	0,680914892319754	0,68589
27/05/2013	0,679808264007886	0,684823836716458
28/05/2013	0,678463909310898	0,684
29/05/2013	0,678632129838525	0,6907
30/05/2013	0,678734114054078	0,688
31/05/2013	0,678960298660937	0,6892
03/06/2013	0,677993671955004	0,6902
04/06/2013	0,677102908066649	0,6872
05/06/2013	0,684512837636354	0,6862
06/06/2013	0,681659392284527	0,6852
07/06/2013	0,68315322471203	0,6852
10/06/2013	0,684211677730493	0,6832
11/06/2013	0,68121021813087	0,6847
12/06/2013	0,680100356803389	0,6832
13/06/2013	0,679286404496411	0,6787
14/06/2013	0,679130834657831	0,6691
17/06/2013	0,677247429693615	0,6681
18/06/2013	0,678892283712907	0,6681
19/06/2013	0,677593543283311	0,6681
20/06/2013	0,672919112530504	0,68045
21/06/2013	0,663170313103583	0,68295
24/06/2013	0,662389228893124	0,70315
25/06/2013	0,662322754853241	0,70115
26/06/2013	0,662428320853554	0,69765
27/06/2013	0,675532446159644	0,69065
28/06/2013	0,678290736611316	0,68565
01/07/2013	0,699153747100043	0,69015
02/07/2013	0,697467316854901	0,68815
03/07/2013	0,693661191741104	0,69065
04/07/2013	0,686701411171039	0,69165
05/07/2013	0,681353845975386	0,68965
08/07/2013	0,686121346218292	0,69415
09/07/2013	0,684452774820137	0,69165
10/07/2013	0,686791731497452	0,69365
11/07/2013	0,688092012599311	0,68835
12/07/2013	0,686151823016088	0,68585
15/07/2013	0,690692457546437	0,68985
16/07/2013	0,68838580414449	0,68719
17/07/2013	0,690374903889646	0,68419
18/07/2013	0,684861068626131	0,68094
19/07/2013	0,682427576959435	0,68094
22/07/2013	0,686494016190105	0,68094
23/07/2013	0,683851571498641	0,67594
24/07/2013	0,681011607007577	0,67544
25/07/2013	0,677712368348912	0,67594
26/07/2013	0,677664451195517	0,67369
29/07/2013	0,677767501820425	0,67319
30/07/2013	0,672677394322354	0,67319
31/07/2013	0,672424469330398	0,67319
01/08/2013	0,673038616905986	0,67319
02/08/2013	0,6708402844057	0,67419
05/08/2013	0,670363013295299	0,66639
06/08/2013	0,670381125933277	0,66539
07/08/2013	0,670712100201211	0,66539
08/08/2013	0,670710423768527	0,66489
09/08/2013	0,672000378487967	0,66489
12/08/2013	0,663966996125826	0,6651
13/08/2013	0,663041717384801	0,6646
14/08/2013	0,662960861580939	0,6676
15/08/2013	0,662650665640116	0,6676
16/08/2013	0,662914396278671	0,6676
19/08/2013	0,663214135948246	0,66832
20/08/2013	0,662747081482119	0,6671
21/08/2013	0,665790969216073	0,6661
22/08/2013	0,665908634722097	0,6731
23/08/2013	0,666011968373554	0,6756
26/08/2013	0,666670257454586	0,68018851905404
27/08/2013	0,665447317771617	0,6681
28/08/2013	0,664405780976382	0,6676
29/08/2013	0,671776775532631	0,6671
30/08/2013	0,674000567002284	0,6671
02/09/2013	0,67865373923452	0,6681
03/09/2013	0,666753397376252	0,6691
04/09/2013	0,66623745453602	0,6681
05/09/2013	0,665587092432028	0,6751
06/09/2013	0,665764150119022	0,6751
09/09/2013	0,666743298633962	0,6656
10/09/2013	0,667748114207199	0,6656
11/09/2013	0,666755867318034	0,6651
12/09/2013	0,673873053781529	0,6636
13/09/2013	0,673944818373828	0,6636
16/09/2013	0,664460001776281	0,6561
17/09/2013	0,664356860154481	0,6516
18/09/2013	0,664043093404022	0,6501
19/09/2013	0,662525709632319	0,6386
20/09/2013	0,662692306974213	0,6386
23/09/2013	0,655132664078813	0,6376
24/09/2013	0,650554981559484	0,6351
25/09/2013	0,649110806695758	0,6331
26/09/2013	0,637562442486853	0,6311
27/09/2013	0,637664744966412	0,6261
30/09/2013	0,63679524575226	0,6294
01/10/2013	0,633755002520075	0,62665
02/10/2013	0,631730809951733	0,62315
03/10/2013	0,629819363944125	0,62265
04/10/2013	0,624193485676511	0,6186
07/10/2013	0,627511232630166	0,62085
08/10/2013	0,624146386848443	0,62335
09/10/2013	0,620441269432594	0,6311
10/10/2013	0,619839864464953	0,6271
11/10/2013	0,615381118270191	0,6276
14/10/2013	0,617767142687538	0,6316
15/10/2013	0,620261524757863	0,6291
16/10/2013	0,628346150513137	0,6296
17/10/2013	0,624568758701555	0,6201
18/10/2013	0,624917274246628	0,6141
21/10/2013	0,629001122957031	0,6131
22/10/2013	0,626542113587516	0,6126
23/10/2013	0,627122954644997	0,6086
24/10/2013	0,617335271273411	0,6066
25/10/2013	0,611002090008759	0,6057
28/10/2013	0,609920131858328	0,6056
29/10/2013	0,609441990741311	0,6051
30/10/2013	0,605139479979376	0,6036
31/10/2013	0,602964957876294	0,6026
01/11/2013	0,60211027277807	0,6016
04/11/2013	0,602014233548616	0,5971
05/11/2013	0,60164499322575	0,5961
06/11/2013	0,600344430649954	0,5975
07/11/2013	0,599233374888043	0,597
08/11/2013	0,598291576175076	0,59475
11/11/2013	0,5936107940624	0,595
12/11/2013	0,592721028214389	0,5905
13/11/2013	0,594442061999285	0,5916
14/11/2013	0,593881227094761	0,5881
15/11/2013	0,591500564481816	0,5841
18/11/2013	0,591770895630635	0,5851
19/11/2013	0,587422063219633	0,5846
20/11/2013	0,588675506501279	0,5841
21/11/2013	0,58532258046332	0,5756
22/11/2013	0,58055920554768	0,5741
25/11/2013	0,581723615548268	0,5736
26/11/2013	0,581468062023903	0,5756
27/11/2013	0,580557372755334	0,5781
28/11/2013	0,571820101387532	0,578
29/11/2013	0,570447643817739	0,578
02/12/2013	0,570195283874803	0,577
03/12/2013	0,572001286082936	0,5757
04/12/2013	0,574796269847432	0,5767
05/12/2013	0,574816528914469	0,5772
06/12/2013	0,574636173842838	0,5767
09/12/2013	0,57399901898289	0,5736
10/12/2013	0,572564122398293	0,5733
11/12/2013	0,573561519069955	0,5743
12/12/2013	0,574670723148382	0,5763
13/12/2013	0,573953765032174	0,5806
16/12/2013	0,571544690657872	0,5796
17/12/2013	0,570477717910946	0,5806
18/12/2013	0,571933944212376	0,5781
19/12/2013	0,573662945224541	0,5806
20/12/2013	0,578690858347601	0,5841
23/12/2013	0,578172503116127	0,5836
24/12/2013	0,579097283171117	0,5836
25/12/2013	0,576358677658216	0,582519102320993
26/12/2013	0,578777640146951	0,580627751036184
27/12/2013	0,582492958264538	0,5831
30/12/2013	0,582217418436212	0,5831
31/12/2013	0,582625360740727	0,5831
01/01/2014	0,580936762470596	0,588306472436368
02/01/2014	0,579445801464324	0,5826
03/01/2014	0,58178924454697	0,5846
06/01/2014	0,581380010723643	0,5854
07/01/2014	0,58131309341253	0,5866
08/01/2014	0,586485405440448	0,5856
09/01/2014	0,580996302999221	0,5846
10/01/2014	0,583452659098336	0,5826
13/01/2014	0,584169252624714	0,5736
14/01/2014	0,585255490191348	0,5681
15/01/2014	0,583897504858857	0,5716
16/01/2014	0,582716536050474	0,5716
17/01/2014	0,581362577764455	0,5721
20/01/2014	0,571282632171705	0,5721
21/01/2014	0,56603776601181	0,5726
22/01/2014	0,569204651240534	0,5711
23/01/2014	0,569135630703722	0,5725
24/01/2014	0,569818179945112	0,5721
27/01/2014	0,57014711808138	0,571
28/01/2014	0,57050324595381	0,571
29/01/2014	0,568876618045773	0,5704
30/01/2014	0,570307124338945	0,5694
31/01/2014	0,569935394170645	0,5654
03/02/2014	0,568652567510799	0,5629
04/02/2014	0,568639144437877	0,5617
05/02/2014	0,567710271753186	0,5594
06/02/2014	0,567376882288119	0,5579
07/02/2014	0,562777256167897	0,5584
10/02/2014	0,560488548422023	0,5509
11/02/2014	0,5592148885164	0,5533
12/02/2014	0,556834936024638	0,5538
13/02/2014	0,554955444636776	0,5523
14/02/2014	0,555549099895941	0,5508
17/02/2014	0,547546233311431	0,5523
18/02/2014	0,550459362250996	0,5533
19/02/2014	0,550799993249583	0,5533
20/02/2014	0,548909493331808	0,5538
21/02/2014	0,547475752405208	0,5553
24/02/2014	0,54951369833201	0,5533
25/02/2014	0,549959865147097	0,5533
26/02/2014	0,550171375383406	0,5505
27/02/2014	0,550786954288299	0,5523
28/02/2014	0,552156464509977	0,5533
03/03/2014	0,549547978192461	0,5538
04/03/2014	0,550161167545283	0,552
05/03/2014	0,547597010696617	0,5506
06/03/2014	0,549543280302869	0,552
07/03/2014	0,550532677747466	0,552
10/03/2014	0,551171241735441	0,5552
11/03/2014	0,549588712090745	0,5552
12/03/2014	0,547774946181303	0,5552
13/03/2014	0,549355115551215	0,557
14/03/2014	0,549374396450393	0,557
17/03/2014	0,552722507484437	0,5571
18/03/2014	0,552692444172861	0,5572
19/03/2014	0,553182123583475	0,5555
20/03/2014	0,555006412988261	0,56
21/03/2014	0,554963232099806	0,5641
24/03/2014	0,554771745380027	0,5641
25/03/2014	0,555411352324603	0,5616
26/03/2014	0,553291791483203	0,5621
27/03/2014	0,558478878851453	0,5616
28/03/2014	0,562414440116154	0,5586
31/03/2014	0,562380611389452	0,5581
01/04/2014	0,560296453382959	0,5536
02/04/2014	0,560527196947831	0,5551
03/04/2014	0,559955207701132	0,5551
04/04/2014	0,557151678706158	0,5556
07/04/2014	0,556571975834347	0,5521
08/04/2014	0,551778169714068	0,553
09/04/2014	0,553008724153642	0,553
10/04/2014	0,553439611835375	0,5485
11/04/2014	0,55385110753871	0,546
14/04/2014	0,550487168781919	0,5465
15/04/2014	0,551364187224839	0,5455
16/04/2014	0,551460223193795	0,5465
